genome_id	source_category	fasta_path	GCA	BioSample	ST	country	year	assembly_status	is_ST50	notes
GCA_041018465.1	background		GCA_041018465.1	SAMN43010959		USA	2024	current	NO	source:NCBI_background
GCA_041018485.1	background		GCA_041018485.1	SAMN43010962		USA	2024	current	NO	source:NCBI_background
GCA_041018505.1	background		GCA_041018505.1	SAMN43010960		USA	2024	current	NO	source:NCBI_background
GCA_041018545.1	background		GCA_041018545.1	SAMN43010985		USA	2024	current	NO	source:NCBI_background
GCA_041018565.1	background		GCA_041018565.1	SAMN43010951		USA	2024	current	NO	source:NCBI_background
GCA_041018605.1	background		GCA_041018605.1	SAMN43010902		USA:MO	2024	current	NO	source:NCBI_background
GCA_041051735.1	background		GCA_041051735.1	SAMN43011391		USA	2024	current	NO	source:NCBI_background
GCA_041054245.1	background		GCA_041054245.1	SAMN43033621		USA	2024	current	NO	source:NCBI_background
GCA_041055165.1	background		GCA_041055165.1	SAMN43035014		USA	2024	current	NO	source:NCBI_background
GCA_041055185.1	background		GCA_041055185.1	SAMN43035015		USA	2024	current	NO	source:NCBI_background
GCA_041057225.1	background		GCA_041057225.1	SAMN43036065		USA	2024	current	NO	source:NCBI_background
GCA_041057235.1	background		GCA_041057235.1	SAMN43035903		USA	2024	current	NO	source:NCBI_background
GCA_041058025.1	background		GCA_041058025.1	SAMN43036066		USA	2024	current	NO	source:NCBI_background
GCA_041065275.1	background		GCA_041065275.1	SAMN43037525		USA	2024	current	NO	source:NCBI_background
GCA_041138805.1	background		GCA_041138805.1	SAMN43065942		USA	2024	current	NO	source:NCBI_background
GCA_041147415.1	background		GCA_041147415.1	SAMN43065943		USA	2024	current	NO	source:NCBI_background
GCA_041156245.1	background		GCA_041156245.1	SAMN43067113		USA	2024	current	NO	source:NCBI_background
GCA_041217115.1	background		GCA_041217115.1	SAMN43093155		USA	2024	current	NO	source:NCBI_background
GCA_041217135.1	background		GCA_041217135.1	SAMN43093156		USA	2024	current	NO	source:NCBI_background
GCA_041217155.1	background		GCA_041217155.1	SAMN43093157		USA	2024	current	NO	source:NCBI_background
GCA_041217375.1	background		GCA_041217375.1	SAMN43092873		USA	2024	current	NO	source:NCBI_background
GCA_041217565.1	background		GCA_041217565.1	SAMN43092503		USA	2024	current	NO	source:NCBI_background
GCA_041217595.1	background		GCA_041217595.1	SAMN43092504		USA	2024	current	NO	source:NCBI_background
GCA_041217615.1	background		GCA_041217615.1	SAMN43092507		USA	2024	current	NO	source:NCBI_background
GCA_041262915.1	background		GCA_041262915.1	SAMN43148075	Novel	United Kingdom: United Kingdom	2024	current	NO	source:NCBI_background
GCA_041262935.1	background		GCA_041262935.1	SAMN43148074	Novel	United Kingdom: United Kingdom	2024	current	NO	source:NCBI_background
GCA_041265685.1	background		GCA_041265685.1	SAMN43150576		USA	2024	current	NO	source:NCBI_background
GCA_041265765.1	background		GCA_041265765.1	SAMN43148997		USA	2024	current	NO	source:NCBI_background
GCA_041268145.1	background		GCA_041268145.1	SAMN43148338		USA	2024	current	NO	source:NCBI_background
GCA_041268585.1	background		GCA_041268585.1	SAMN43148271		USA	2024	current	NO	source:NCBI_background
GCA_041276925.1	background		GCA_041276925.1	SAMN43145252		USA	2024	current	NO	source:NCBI_background
GCA_041314325.1	background		GCA_041314325.1	SAMN43204249		USA	2024	current	NO	source:NCBI_background
GCA_041314405.1	background		GCA_041314405.1	SAMN43203335		USA	2024	current	NO	source:NCBI_background
GCA_041315055.1	background		GCA_041315055.1	SAMN43206362	Novel	United Kingdom: United Kingdom	2024	current	NO	source:NCBI_background
GCA_041317645.2	background		GCA_041317645.2	SAMN43225975		USA	2024	current	NO	source:NCBI_background
GCA_041317875.1	background		GCA_041317875.1	SAMN43225516		USA	2024	current	NO	source:NCBI_background
GCA_041317895.1	background		GCA_041317895.1	SAMN43225437		USA:SC	2024	current	NO	source:NCBI_background
GCA_041319345.1	background		GCA_041319345.1	SAMN43226743		USA	2024	current	NO	source:NCBI_background
GCA_041344175.1	background		GCA_041344175.1	SAMN43227140		USA	2023	current	NO	source:NCBI_background
GCA_041344255.1	background		GCA_041344255.1	SAMN43227139		USA	2024	current	NO	source:NCBI_background
GCA_041344275.1	background		GCA_041344275.1	SAMN43227123		USA	2024	current	NO	source:NCBI_background
GCA_041344295.1	background		GCA_041344295.1	SAMN43227120		USA	2024	current	NO	source:NCBI_background
GCA_041344315.1	background		GCA_041344315.1	SAMN43227126		USA	2024	current	NO	source:NCBI_background
GCA_041344335.1	background		GCA_041344335.1	SAMN43227124		USA	2024	current	NO	source:NCBI_background
GCA_041344355.1	background		GCA_041344355.1	SAMN43227125		USA	2024	current	NO	source:NCBI_background
GCA_041344395.1	background		GCA_041344395.1	SAMN43227122		USA	2024	current	NO	source:NCBI_background
GCA_041344415.1	background		GCA_041344415.1	SAMN43227121		USA	2023	current	NO	source:NCBI_background
GCA_041351915.1	background		GCA_041351915.1	SAMN43257932		USA	2024	current	NO	source:NCBI_background
GCA_041385325.1	background		GCA_041385325.1	SAMN43271903		USA	2024	current	NO	source:NCBI_background
GCA_041385445.1	background		GCA_041385445.1	SAMN43272036		USA	2024	current	NO	source:NCBI_background
GCA_041385675.1	background		GCA_041385675.1	SAMN43271373		USA	2024	current	NO	source:NCBI_background
GCA_041408705.1	background		GCA_041408705.1	SAMN43274973		USA	2024	current	NO	source:NCBI_background
GCA_041436615.1	background		GCA_041436615.1	SAMN43303040		USA	2024	current	NO	source:NCBI_background
GCA_041437355.1	background		GCA_041437355.1	SAMN43303009		USA	2024	current	NO	source:NCBI_background
GCA_041445375.1	background		GCA_041445375.1	SAMN43319214		USA	2024	current	NO	source:NCBI_background
GCA_041445445.1	background		GCA_041445445.1	SAMN43319213		USA	2024	current	NO	source:NCBI_background
GCA_041463555.1	background		GCA_041463555.1	SAMN43319216		USA	2024	current	NO	source:NCBI_background
GCA_041463575.1	background		GCA_041463575.1	SAMN43319218		USA	2024	current	NO	source:NCBI_background
GCA_041503565.1	background		GCA_041503565.1	SAMN43369021		USA	2024	current	NO	source:NCBI_background
GCA_041554575.1	background		GCA_041554575.1	SAMN43382618		USA	2024	current	NO	source:NCBI_background
GCA_041554655.1	background		GCA_041554655.1	SAMN43368387	Novel	United Kingdom: United Kingdom	2024	current	NO	source:NCBI_background
GCA_041554695.1	background		GCA_041554695.1	SAMN43367632		USA	2024	current	NO	source:NCBI_background
GCA_041554735.1	background		GCA_041554735.1	SAMN43368380	769	United Kingdom: United Kingdom	2024	current	NO	source:NCBI_background
GCA_041554795.1	background		GCA_041554795.1	SAMN43368348	Novel	United Kingdom: United Kingdom	2024	current	NO	source:NCBI_background
GCA_041558655.1	background		GCA_041558655.1	SAMN43382617		USA	2024	current	NO	source:NCBI_background
GCA_041560875.1	background		GCA_041560875.1	SAMN43367625		USA	2024	current	NO	source:NCBI_background
GCA_041560915.1	background		GCA_041560915.1	SAMN43368379	NOVEL allele. cannot determine closest ST (SLV)	United Kingdom: United Kingdom	2024	current	NO	source:NCBI_background
GCA_041578515.1	background		GCA_041578515.1	SAMN43407084		USA	2024	current	NO	source:NCBI_background
GCA_041578885.1	background		GCA_041578885.1	SAMN43407083		USA	2024	current	NO	source:NCBI_background
GCA_041581695.1	background		GCA_041581695.1	SAMN43407090		USA	2024	current	NO	source:NCBI_background
GCA_041590355.1	background		GCA_041590355.1	SAMN43407038		USA	2024	current	NO	source:NCBI_background
GCA_041593135.1	background		GCA_041593135.1	SAMN43407087		USA	2024	current	NO	source:NCBI_background
GCA_041630785.1	background		GCA_041630785.1	SAMN43407502		USA	2024	current	NO	source:NCBI_background
GCA_041680865.1	background		GCA_041680865.1	SAMN43407504		USA	2024	current	NO	source:NCBI_background
GCA_041680885.1	background		GCA_041680885.1	SAMN43407351		USA	2024	current	NO	source:NCBI_background
GCA_041877005.1	background		GCA_041877005.1	SAMN43548326		USA	2024	current	NO	source:NCBI_background
GCA_041877015.1	background		GCA_041877015.1	SAMN43548329		USA	2024	current	NO	source:NCBI_background
GCA_041878995.1	background		GCA_041878995.1	SAMN43548273		USA	2024	current	NO	source:NCBI_background
GCA_041895925.1	background		GCA_041895925.1	SAMN43568466		USA	2024	current	NO	source:NCBI_background
GCA_041897225.1	background		GCA_041897225.1	SAMN43568567		USA	2024	current	NO	source:NCBI_background
GCA_041897265.1	background		GCA_041897265.1	SAMN43566842		USA:SC	2024	current	NO	source:NCBI_background
GCA_042203425.1	background		GCA_042203425.1	SAMN43771166		USA	2024	current	NO	source:NCBI_background
GCA_042222685.1	background		GCA_042222685.1	SAMN43689311		USA	2024	current	NO	source:NCBI_background
GCA_042223645.1	background		GCA_042223645.1	SAMN43684965		USA	2024	current	NO	source:NCBI_background
GCA_042244995.1	background		GCA_042244995.1	SAMN43581338		USA	2024	current	NO	source:NCBI_background
GCA_042247165.1	background		GCA_042247165.1	SAMN43581449		USA	2024	current	NO	source:NCBI_background
GCA_042247205.1	background		GCA_042247205.1	SAMN43581329		USA	2024	current	NO	source:NCBI_background
GCA_042278525.1	background		GCA_042278525.1	SAMN43922173		USA:NC	2024	current	NO	source:NCBI_background
GCA_042688805.1	background		GCA_042688805.1	SAMN43549570		USA	2024	current	NO	source:NCBI_background
GCA_042688825.1	background		GCA_042688825.1	SAMN43549583		USA	2024	current	NO	source:NCBI_background
GCA_042688855.1	background		GCA_042688855.1	SAMN43549584		USA	2024	current	NO	source:NCBI_background
GCA_042688905.1	background		GCA_042688905.1	SAMN43549576		USA	2024	current	NO	source:NCBI_background
GCA_042688985.1	background		GCA_042688985.1	SAMN43549575		USA	2024	current	NO	source:NCBI_background
GCA_042689145.1	background		GCA_042689145.1	SAMN43549530		USA	2024	current	NO	source:NCBI_background
GCA_042689285.1	background		GCA_042689285.1	SAMN43549415		USA	2024	current	NO	source:NCBI_background
GCA_042689365.1	background		GCA_042689365.1	SAMN43549529		USA	2024	current	NO	source:NCBI_background
GCA_042690045.1	background		GCA_042690045.1	SAMN43548272		USA	2024	current	NO	source:NCBI_background
GCA_042690145.1	background		GCA_042690145.1	SAMN43548278		USA	2024	current	NO	source:NCBI_background
GCA_042690205.1	background		GCA_042690205.1	SAMN43548252		USA	2024	current	NO	source:NCBI_background
GCA_042690305.1	background		GCA_042690305.1	SAMN43548253		USA	2024	current	NO	source:NCBI_background
GCA_042690365.1	background		GCA_042690365.1	SAMN43548251		USA	2024	current	NO	source:NCBI_background
GCA_042690385.1	background		GCA_042690385.1	SAMN43548254		USA	2024	current	NO	source:NCBI_background
GCA_042696135.1	background		GCA_042696135.1	SAMN44062098		USA	2024	current	NO	source:NCBI_background
GCA_042706055.1	background		GCA_042706055.1	SAMEA115098703		China	2020	current	NO	source:NCBI_background
GCA_042715985.1	background		GCA_042715985.1	SAMN44083415		USA	2024	current	NO	source:NCBI_background
GCA_042765395.1	background		GCA_042765395.1	SAMEA115098532		China	2019	current	NO	source:NCBI_background
GCA_042765415.1	background		GCA_042765415.1	SAMEA115098561		China	2019	current	NO	source:NCBI_background
GCA_042767205.1	background		GCA_042767205.1	SAMEA115098724		China	2020	current	NO	source:NCBI_background
GCA_042767235.1	background		GCA_042767235.1	SAMEA115098707		China	2020	current	NO	source:NCBI_background
GCA_042767245.1	background		GCA_042767245.1	SAMEA115098691		China	2020	current	NO	source:NCBI_background
GCA_042767285.1	background		GCA_042767285.1	SAMEA115098684		China	2020	current	NO	source:NCBI_background
GCA_042767325.1	background		GCA_042767325.1	SAMEA115098655		China	2020	current	NO	source:NCBI_background
GCA_042767345.1	background		GCA_042767345.1	SAMEA115098686		China	2020	current	NO	source:NCBI_background
GCA_042767405.1	background		GCA_042767405.1	SAMEA115098622		China	2020	current	NO	source:NCBI_background
GCA_042767425.1	background		GCA_042767425.1	SAMEA115098616		China	2020	current	NO	source:NCBI_background
GCA_042767445.1	background		GCA_042767445.1	SAMEA115098626		China	2020	current	NO	source:NCBI_background
GCA_042767495.1	background		GCA_042767495.1	SAMEA115098605		China	2020	current	NO	source:NCBI_background
GCA_042767515.1	background		GCA_042767515.1	SAMEA115098614		China	2020	current	NO	source:NCBI_background
GCA_042767545.1	background		GCA_042767545.1	SAMEA115098600		China	2020	current	NO	source:NCBI_background
GCA_042767565.1	background		GCA_042767565.1	SAMEA115098595		China	2019	current	NO	source:NCBI_background
GCA_042767585.1	background		GCA_042767585.1	SAMEA115098599		China	2019	current	NO	source:NCBI_background
GCA_042767615.1	background		GCA_042767615.1	SAMEA115098593		China	2019	current	NO	source:NCBI_background
GCA_042767635.1	background		GCA_042767635.1	SAMEA115098589		China	2019	current	NO	source:NCBI_background
GCA_042767655.1	background		GCA_042767655.1	SAMEA115098581		China	2019	current	NO	source:NCBI_background
GCA_042767675.1	background		GCA_042767675.1	SAMEA115098570		China	2019	current	NO	source:NCBI_background
GCA_042767705.1	background		GCA_042767705.1	SAMEA115098569		China	2019	current	NO	source:NCBI_background
GCA_042767765.1	background		GCA_042767765.1	SAMEA115098543		China	2019	current	NO	source:NCBI_background
GCA_042767825.1	background		GCA_042767825.1	SAMEA115098535		China	2019	current	NO	source:NCBI_background
GCA_042767845.1	background		GCA_042767845.1	SAMEA115098565		China	2019	current	NO	source:NCBI_background
GCA_042768595.1	background		GCA_042768595.1	SAMEA115098598		China	2019	current	NO	source:NCBI_background
GCA_042768605.1	background		GCA_042768605.1	SAMEA115098551		China	2019	current	NO	source:NCBI_background
GCA_042768635.1	background		GCA_042768635.1	SAMEA115098554		China	2019	current	NO	source:NCBI_background
GCA_042768655.1	background		GCA_042768655.1	SAMEA115098657		China	2020	current	NO	source:NCBI_background
GCA_042770415.1	background		GCA_042770415.1	SAMEA115098596		China	2019	current	NO	source:NCBI_background
GCA_042944285.1	background		GCA_042944285.1	SAMN44127077		USA	2024	current	NO	source:NCBI_background
GCA_042945315.1	background		GCA_042945315.1	SAMN44064399		USA	2024	current	NO	source:NCBI_background
GCA_043243995.1	background		GCA_043243995.1	SAMN41200261		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043244035.1	background		GCA_043244035.1	SAMN41200268		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043244055.1	background		GCA_043244055.1	SAMN41200267		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043248655.1	background		GCA_043248655.1	SAMN41200256		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043248695.1	background		GCA_043248695.1	SAMN41200255		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043248735.1	background		GCA_043248735.1	SAMN41200257		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043248755.1	background		GCA_043248755.1	SAMN41200259		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043248775.1	background		GCA_043248775.1	SAMN41200258		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043248795.1	background		GCA_043248795.1	SAMN41200260		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043248815.1	background		GCA_043248815.1	SAMN41200264		United Kingdom: Norfolk	2019	current	NO	source:NCBI_background
GCA_043307085.1	background		GCA_043307085.1	SAMN42183087		Australia	2021	current	NO	source:NCBI_background
GCA_043307115.1	background		GCA_043307115.1	SAMN42183086		Australia	2021	current	NO	source:NCBI_background
GCA_043307135.1	background		GCA_043307135.1	SAMN42183097		Australia	2021	current	NO	source:NCBI_background
GCA_043307155.1	background		GCA_043307155.1	SAMN42183098		Australia	2021	current	NO	source:NCBI_background
GCA_043307175.1	background		GCA_043307175.1	SAMN42183100		Australia	2021	current	NO	source:NCBI_background
GCA_043307195.1	background		GCA_043307195.1	SAMN42183099		Australia	2021	current	NO	source:NCBI_background
GCA_043307215.1	background		GCA_043307215.1	SAMN42183101		Australia	2021	current	NO	source:NCBI_background
GCA_043307235.1	background		GCA_043307235.1	SAMN42183103		Australia	2021	current	NO	source:NCBI_background
GCA_043307255.1	background		GCA_043307255.1	SAMN42183102		Australia	2021	current	NO	source:NCBI_background
GCA_043307295.1	background		GCA_043307295.1	SAMN42183104		Australia	2021	current	NO	source:NCBI_background
GCA_043309075.1	background		GCA_043309075.1	SAMN42183107		Australia	2021	current	NO	source:NCBI_background
GCA_043310995.1	background		GCA_043310995.1	SAMN42183108		Australia	2021	current	NO	source:NCBI_background
GCA_043311015.1	background		GCA_043311015.1	SAMN42183109		Australia	2021	current	NO	source:NCBI_background
GCA_043311675.1	background		GCA_043311675.1	SAMN42183110		Australia	2021	current	NO	source:NCBI_background
GCA_043311715.1	background		GCA_043311715.1	SAMN42183089		Australia	2021	current	NO	source:NCBI_background
GCA_043311735.1	background		GCA_043311735.1	SAMN42183091		Australia	2021	current	NO	source:NCBI_background
GCA_043311755.1	background		GCA_043311755.1	SAMN42183090		Australia	2021	current	NO	source:NCBI_background
GCA_043311855.1	background		GCA_043311855.1	SAMN42183092		Australia	2021	current	NO	source:NCBI_background
GCA_043473495.1	background		GCA_043473495.1	SAMN42326902		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043473535.1	background		GCA_043473535.1	SAMN42326903		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043473565.1	background		GCA_043473565.1	SAMN42326913		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043473575.1	background		GCA_043473575.1	SAMN42326906		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043473615.1	background		GCA_043473615.1	SAMN42326921		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043473635.1	background		GCA_043473635.1	SAMN42326926		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043473655.1	background		GCA_043473655.1	SAMN42326866		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043474025.1	background		GCA_043474025.1	SAMN42326894		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474055.1	background		GCA_043474055.1	SAMN42326895		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474075.1	background		GCA_043474075.1	SAMN42326896		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474085.1	background		GCA_043474085.1	SAMN42326898		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474115.1	background		GCA_043474115.1	SAMN42326863		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043474125.1	background		GCA_043474125.1	SAMN42326897		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474155.1	background		GCA_043474155.1	SAMN42326901		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474175.1	background		GCA_043474175.1	SAMN42326864		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043474195.1	background		GCA_043474195.1	SAMN42326900		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474205.1	background		GCA_043474205.1	SAMN42326907		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474235.1	background		GCA_043474235.1	SAMN42326911		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474245.1	background		GCA_043474245.1	SAMN42326909		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474265.1	background		GCA_043474265.1	SAMN42326912		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474345.1	background		GCA_043474345.1	SAMN42326916		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474395.1	background		GCA_043474395.1	SAMN42326865		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043474455.1	background		GCA_043474455.1	SAMN42326924		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474465.1	background		GCA_043474465.1	SAMN42326925		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043474525.1	background		GCA_043474525.1	SAMN42326956		Australia:South Australia	2022	current	NO	source:NCBI_background
GCA_043476035.1	background		GCA_043476035.1	SAMN42326886		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476075.1	background		GCA_043476075.1	SAMN42326892		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476085.1	background		GCA_043476085.1	SAMN42326915		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476115.1	background		GCA_043476115.1	SAMN42326931		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476135.1	background		GCA_043476135.1	SAMN42326932		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476155.1	background		GCA_043476155.1	SAMN42326933		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476185.1	background		GCA_043476185.1	SAMN42326944		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476215.1	background		GCA_043476215.1	SAMN42326868		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043476255.1	background		GCA_043476255.1	SAMN42326949		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476275.1	background		GCA_043476275.1	SAMN42326951		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043476855.1	background		GCA_043476855.1	SAMN42326872		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043476865.1	background		GCA_043476865.1	SAMN42326871		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043476875.1	background		GCA_043476875.1	SAMN42326870		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043476935.1	background		GCA_043476935.1	SAMN42326873		Australia:Queensland	2022	current	NO	source:NCBI_background
GCA_043477055.1	background		GCA_043477055.1	SAMN42326883		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477075.1	background		GCA_043477075.1	SAMN42326882		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477115.1	background		GCA_043477115.1	SAMN42326884		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477135.1	background		GCA_043477135.1	SAMN42326885		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477175.1	background		GCA_043477175.1	SAMN42326888		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477195.1	background		GCA_043477195.1	SAMN42326887		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477215.1	background		GCA_043477215.1	SAMN42326891		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477235.1	background		GCA_043477235.1	SAMN42326889		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477255.1	background		GCA_043477255.1	SAMN42326893		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477275.1	background		GCA_043477275.1	SAMN42326899		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477295.1	background		GCA_043477295.1	SAMN42326904		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477315.1	background		GCA_043477315.1	SAMN42326928		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477335.1	background		GCA_043477335.1	SAMN42326920		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477345.1	background		GCA_043477345.1	SAMN42326908		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477375.1	background		GCA_043477375.1	SAMN42326929		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477385.1	background		GCA_043477385.1	SAMN42326930		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477435.1	background		GCA_043477435.1	SAMN42326936		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477475.1	background		GCA_043477475.1	SAMN42326939		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477485.1	background		GCA_043477485.1	SAMN42326867		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043477515.1	background		GCA_043477515.1	SAMN42326945		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477525.1	background		GCA_043477525.1	SAMN42326940		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043477635.1	background		GCA_043477635.1	SAMN42326954		Australia:South Australia	2022	current	NO	source:NCBI_background
GCA_043478985.1	background		GCA_043478985.1	SAMN42326922		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043479055.1	background		GCA_043479055.1	SAMN42326859		Australia:Queensland	2021	current	NO	source:NCBI_background
GCA_043479935.1	background		GCA_043479935.1	SAMN42326946		Australia:South Australia	2021	current	NO	source:NCBI_background
GCA_043789055.1	background		GCA_043789055.1	SAMN44407471		USA	2024	current	NO	source:NCBI_background
GCA_043904985.1	background		GCA_043904985.1	SAMN44426233		USA	2024	current	NO	source:NCBI_background
GCA_043987195.1	background		GCA_043987195.1	SAMN44082878		USA	2024	current	NO	source:NCBI_background
GCA_044023275.1	background		GCA_044023275.1	SAMN42326744	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023285.1	background		GCA_044023285.1	SAMN42326743	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023335.1	background		GCA_044023335.1	SAMN42326745	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023355.1	background		GCA_044023355.1	SAMN42326748	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023375.1	background		GCA_044023375.1	SAMN42326747	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023395.1	background		GCA_044023395.1	SAMN42326749	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023415.1	background		GCA_044023415.1	SAMN42326750	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023455.1	background		GCA_044023455.1	SAMN42326751	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023475.1	background		GCA_044023475.1	SAMN42326754	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023495.1	background		GCA_044023495.1	SAMN42326752	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023515.1	background		GCA_044023515.1	SAMN42326755	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023535.1	background		GCA_044023535.1	SAMN42326756	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023595.1	background		GCA_044023595.1	SAMN42326759	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023635.1	background		GCA_044023635.1	SAMN42326761	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023655.1	background		GCA_044023655.1	SAMN42326762	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023715.1	background		GCA_044023715.1	SAMN42326765	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023735.1	background		GCA_044023735.1	SAMN42326764	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023755.1	background		GCA_044023755.1	SAMN42326766	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023775.1	background		GCA_044023775.1	SAMN42326768	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023795.1	background		GCA_044023795.1	SAMN42326767	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023815.1	background		GCA_044023815.1	SAMN42326771	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023825.1	background		GCA_044023825.1	SAMN42326769	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023855.1	background		GCA_044023855.1	SAMN42326770	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023895.1	background		GCA_044023895.1	SAMN42326772	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023915.1	background		GCA_044023915.1	SAMN42326774	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023935.1	background		GCA_044023935.1	SAMN42326773	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023955.1	background		GCA_044023955.1	SAMN42326775	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023975.1	background		GCA_044023975.1	SAMN42326776	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044023985.1	background		GCA_044023985.1	SAMN42326777	417	Australia:Victoria	2021	current	NO	source:NCBI_background
GCA_044024015.1	background		GCA_044024015.1	SAMN42326778	417	Australia:Victoria	2021	current	NO	source:NCBI_background
